Names,,,,Hours,Minutes,Seconds,RA,Sign,Degrees,Minutes,Seconds,Dec,,Abs. Mag,Distance   (parsecs),App. Mag,Star Class,,,,,,Lat Conversion,Lon Conversion,,Latitude,Longitude
RS 1234-285-3-253-168,,,,5,4,47.76,5.079933333,-1,-62,54,59.95,-62.91665278,,-0.92,221.6,5.81,SC2.5,Carbon Star:,,,,,62.91665278,-103.801,,62.91665278,-103.801
RS 1234-340-2-22-151,,,,20,3,22.67,20.05629722,-1,-41,32,40.58,-41.54460556,,-1.87,372.06,5.98,C-R0.2,5 Stars,,,,,41.54460556,120.8444583,,41.54460556,120.8444583
RS 1234-340-0-0-60,,,,18,23,52.88,18.39802222,-1,-38,13,39.75,-38.22770833,,-7.95,1442.18,2.85,SC5.3,,,,,,38.22770833,95.97033333,,38.22770833,95.97033333
RS 1234-340-2-50-119,,,,22,55,32.61,22.925725,1,15,42,32.38,15.70899444,,-1.74,313.9,5.74,C-R3,,,,,,-15.70899444,163.885875,,-15.70899444,163.885875
RS 1234-342-2-32-138,,,,22,18,25.64,22.30712222,1,28,10,18.4,28.17177778,,-2.76,509.33,5.77,C-Hd6.2,,,,,,-28.17177778,154.6068333,,-28.17177778,154.6068333
RS 1234-340-2-22-158,,,,23,5,16.55,23.08793056,-1,-42,26,2.42,-42.43400556,,-1.76,374.56,6.11,S8.4,Zirconium Star:,,,,,42.43400556,166.3189583,,42.43400556,166.3189583
RS 1234-340-3-166-246,,,,13,59,5.68,13.98491111,-1,-44,42,24.39,-44.706775,,-1.2,300.21,6.19,MS9.5,3 Stars,,,,,44.706775,29.77366667,,44.706775,29.77366667
RS 1234-285-4-2029-297,,,,7,47,51.44,7.797622222,-1,-23,40,23.49,-23.67319167,,0.44,131.68,6.04,MS7.9,,,,,,23.67319167,-63.03566667,,23.67319167,-63.03566667
RS 1234-285-0-0-56,,,,9,28,48.48,9.480133333,1,5,11,19.94,5.188872222,,-5.22,76.26,-0.808515995,O5.9 V,Main Sequence:,,O Class,10-100 Parsecs,,-5.188872222,-37.798,,-5.188872222,-37.798
RS 1234-340-2-50-98,,,,12,45,54.56,12.76515556,1,21,10,13.55,21.17043056,,-2.99,73.89,1.352928333,O8.7 V,5 Stars,,,,,-21.17043056,11.47733333,,-21.17043056,11.47733333
RS 1234-340-2-50-97,,,,15,22,49.4,15.38038889,1,40,27,58.19,40.46616389,,-2.9,83.63,1.711810484,O8.8 V,,,,,,-40.46616389,50.70583333,,-40.46616389,50.70583333
RS 1234-340-2-22-127,,,,11,13,16.41,11.221225,-1,-22,8,28.9,-22.14136111,,-2.85,90.96,1.944252258,O8.9 V,,,,,,22.14136111,-11.681625,,22.14136111,-11.681625
RS 1234-340-2-50-84,,,,22,1,55.63,22.03211944,-1,-2,38,35.67,-2.643241667,,-2.5,89.92,2.269281491,O9.3 V,,,,,,2.643241667,150.4817917,,2.643241667,150.4817917
RS 1234-340-2-50-31,,,,16,47,37.85,16.79384722,1,51,7,27.71,51.12436389,,-2.07,81.96,2.498009749,O9.8 V,,,,,,-51.12436389,71.90770833,,-51.12436389,71.90770833
RS 1234-285-4-3787-59,,,,2,40,53.11,2.681419444,-1,-47,0,34.45,-47.00956944,,0.39,15.38,1.324781677,B9.9 IV,Subgiants:,,B Class,,,47.00956944,-139.7787083,,47.00956944,-139.7787083
RS 1234-285-3-253-116,,,,4,44,49.92,4.7472,-1,-51,45,59.6,-51.76655556,,-1.24,35.79,1.528808492,B3.4 IV,13 Stars,,,,,51.76655556,-108.792,,51.76655556,-108.792
RS 1234-340-4-3200-27,,,,15,13,25.7,15.22380556,-1,-11,12,27.78,-11.20771667,,0.4,19.58,1.859063437,B9.9 IV,,,,,,11.20771667,48.35708333,,11.20771667,48.35708333
RS 1234-340-4-1444-176,,,,14,41,32.44,14.69234444,-1,-73,55,39.52,-73.92764444,,0.05,51.62,3.614090001,B8.5 IV,,,,,,73.92764444,40.38516667,,73.92764444,40.38516667
RS 1234-340-4-3202-9,,,,22,8,46.17,22.14615833,1,19,31,24.72,19.52353333,,0.11,62.09,4.075108299,B8.7 IV,,,,,,-19.52353333,152.192375,,-19.52353333,152.192375
RS 1234-285-4-3785-215,,,,5,52,45.87,5.879408333,1,0,50,38.59,0.844052778,,-0.09,69.49,4.119611558,B8 IV  ,,,,,,-0.844052778,-91.808875,,-0.844052778,-91.808875
RS 1234-340-4-3202-168,,,,21,25,20.51,21.42236389,1,24,1,46.59,24.02960833,,-0.16,73.85,4.181752498,B7.7 IV,,,,,,-24.02960833,141.3354583,,-24.02960833,141.3354583
RS 1234-285-4-3787-194,,,,21,12,29.94,21.20831667,1,78,41,41.49,78.69485833,,-0.06,80.56,4.470597288,B8.1 IV,,,,,,-78.69485833,138.12475,,-78.69485833,138.12475
RS 1234-285-3-473-143,,,,5,24,26.15,5.407263889,1,55,31,47.74,55.52992778,,-0.38,96.57,4.544211157,B6.8 IV,,,,,,-55.52992778,-98.89104167,,-55.52992778,-98.89104167
RS 1234-340-4-3202-138,,,,16,4,16.83,16.07134167,1,53,28,12.57,53.47015833,,0.09,83.69,4.703367839,B8.7 IV,,,,,,-53.47015833,61.070125,,-53.47015833,61.070125
RS 1234-285-4-3787-226,,,,3,7,11.17,3.119769444,1,86,3,13.02,86.05361667,,0.41,80.7,4.944367674,B9.9 IV,,,,,,-86.05361667,-133.2034583,,-86.05361667,-133.2034583
RS 1234-285-4-3787-187,,,,1,1,53.08,1.031411111,1,30,45,45.04,30.76251111,,0.37,87.68,5.084502706,B9.8 IV,,,,,,-30.76251111,-164.5288333,,-30.76251111,-164.5288333
RS 1234-285-4-2029-179,,,,6,46,41.48,6.778188889,-1,-34,18,40.68,-34.3113,,0.28,99.97,5.279348461,B9.4 IV,,,,,,34.3113,-78.32716667,,34.3113,-78.32716667
RS 1234-285-2-31-65,,,,1,33,17,1.554722222,-1,-27,11,58.13,-27.19948056,,-1.86,24.73,0.106120582,B0.5 V,Main Sequence:,,,,,27.19948056,-156.6791667,,27.19948056,-156.6791667
RS 1234-285-3-253-61,,,,4,25,32.67,4.425741667,-1,-66,57,47.4,-66.96316667,,-1.59,24.69,0.37260545,B1.6 V,150 Stars,,,,,66.96316667,-113.613875,,66.96316667,-113.613875
RS 1234-285-3-473-125,,,,1,2,39.24,1.044233333,-1,-14,11,19.31,-14.18869722,,-0.29,14.27,0.482119866,B6.8 V,,,,,,14.18869722,-164.3365,,14.18869722,-164.3365
RS 1234-340-3-180-138,,,,7,27,57,7.465833333,-1,-80,47,32.63,-80.79239722,,-1.36,42.71,1.792647857,B2.5 V,,,,,,80.79239722,-68.0125,,80.79239722,-68.0125
RS 1234-340-4-3202-17,,,,18,41,21.52,18.68931111,1,35,16,55.1,35.28197222,,0.2,20.87,1.797612245,B8.8 V,,,,,,-35.28197222,100.3396667,,-35.28197222,100.3396667
RS 1234-285-3-473-122,,,,10,30,19.53,10.505425,1,40,40,17.28,40.67146667,,-1.26,45.56,2.032918577,B2.9 V,,,,,,-40.67146667,-22.418625,,-40.67146667,-22.418625
RS 1234-340-4-1444-161,,,,14,47,39.59,14.79433056,-1,-48,1,42.39,-48.02844167,,-0.01,27.26,2.167629257,B7.9 V,,,,,,48.02844167,41.91495833,,48.02844167,41.91495833
RS 1234-340-4-3202-45,,,,21,57,15.72,21.95436667,1,35,17,35.9,35.29330556,,0.01,28.81,2.307716291,B8 V  ,,,,,,-35.29330556,149.3155,,-35.29330556,149.3155
RS 1234-340-3-400-85,,,,19,49,5.84,19.81828889,-1,-15,18,21.62,-15.30600556,,-1.6,60.73,2.317016406,B1.5 V,,,,,,15.30600556,117.2743333,,15.30600556,117.2743333
RS 1234-340-4-3200-24,,,,13,22,6.79,13.36855278,-1,-18,4,42.24,-18.0784,,0.1,30.23,2.502190736,B8.4 V,,,,,,18.0784,20.52829167,,18.0784,20.52829167
RS 1234-340-3-400-100,,,,20,16,52.63,20.28128611,-1,-5,8,19.34,-5.138705556,,-1.06,53.03,2.562608136,B3.7 V,,,,,,5.138705556,124.2192917,,5.138705556,124.2192917
RS 1234-285-3-473-156,,,,9,14,48.43,9.246786111,1,39,50,35.18,39.84310556,,-0.63,44.26,2.600057048,B5.4 V,,,,,,-39.84310556,-41.29820833,,-39.84310556,-41.29820833
RS 1234-340-4-1446-163,,,,22,6,53.44,22.11484444,-1,-60,19,59.05,-60.33306944,,0.09,31.64,2.591182374,B8.3 V,,,,,,60.33306944,151.7226667,,60.33306944,151.7226667
RS 1234-285-3-253-3,,,,2,14,49.89,2.247191667,-1,-28,18,46.27,-28.31285278,,-1.55,67.94,2.610627713,B1.7 V,,,,,,28.31285278,-146.292125,,28.31285278,-146.292125
RS 1234-285-3-473-73,,,,3,42,38.36,3.710655556,1,39,56,7.03,39.93528611,,-1.43,64.59,2.620826423,B2.2 V,,,,,,-39.93528611,-124.3401667,,-39.93528611,-124.3401667
RS 1234-340-4-3202-240,,,,17,24,41.89,17.41163611,1,43,26,21.71,43.43936389,,0.47,27.95,2.701909061,B9.9 V,,,,,,-43.43936389,81.17454167,,-43.43936389,81.17454167
RS 1234-340-3-180-80,,,,23,13,33.62,23.22600556,-1,-53,9,28.17,-53.157825,,-0.89,53.84,2.765525256,B4.4 V,,,,,,53.157825,168.3900833,,53.157825,168.3900833
RS 1234-340-3-400-124,,,,16,10,46.08,16.17946667,1,3,20,24.1,3.340027778,,-1.34,68.55,2.840037296,B2.6 V,,,,,,-3.340027778,62.692,,-3.340027778,62.692
RS 1234-285-4-3785-146,,,,8,10,35.48,8.176522222,-1,-8,5,31.56,-8.0921,,0.27,33.13,2.871107179,B9.1 V,,,,,,8.0921,-57.35216667,,8.0921,-57.35216667
RS 1234-340-3-400-73,,,,12,28,55.41,12.48205833,1,18,18,30.65,18.30851389,,-1.4,74.15,2.950555777,B2.3 V,,,,,,-18.30851389,7.230875,,-18.30851389,7.230875
RS 1234-285-4-3787-99,,,,4,23,28.72,4.391311111,1,9,40,41.34,9.67815,,0.4,33.24,3.008305076,B9.6 V,,,,,,-9.67815,-114.1303333,,-9.67815,-114.1303333
RS 1234-285-2-31-141,,,,6,41,15.72,6.6877,-1,-21,53,57.87,-21.89940833,,-1.86,95.67,3.04387887,B0.5 V,,,,,,21.89940833,-79.6845,,21.89940833,-79.6845
RS 1234-285-4-3785-168,,,,8,15,55.76,8.265488889,1,54,19,14.49,54.32069167,,0.23,36.72,3.054513363,B8.9 V,,,,,,-54.32069167,-56.01766667,,-54.32069167,-56.01766667
RS 1234-340-4-3200-246,,,,12,44,3.44,12.73428889,1,11,38,38.62,11.64406111,,0.2,37.95,3.096058901,B8.8 V,,,,,,-11.64406111,11.01433333,,-11.64406111,11.01433333
RS 1234-340-4-3202-234,,,,21,21,20.54,21.35570556,-1,-5,13,17.77,-5.221602778,,0.28,36.98,3.119834534,B9.1 V,,,,,,5.221602778,140.3355833,,5.221602778,140.3355833
RS 1234-285-4-3787-11,,,,0,41,5.74,0.684927778,1,20,22,14.95,20.37081944,,0.1,40.42,3.132981546,B8.4 V,,,,,,-20.37081944,-169.7260833,,-20.37081944,-169.7260833
RS 1234-285-4-3787-210,,,,2,14,43.84,2.245511111,1,32,24,26.4,32.40733333,,-0.04,43.42,3.148449096,B7.8 V,,,,,,-32.40733333,-146.3173333,,-32.40733333,-146.3173333
RS 1234-340-4-1446-98,,,,19,7,31.51,19.12541944,-1,-55,8,43.17,-55.145325,,0.45,34.57,3.143496898,B9.8 V,,,,,,55.145325,106.8812917,,55.145325,106.8812917
RS 1234-340-4-3202-114,,,,19,23,5.5,19.38486111,1,22,14,24.96,22.24026667,,-0.04,43.82,3.168361866,B7.8 V,,,,,,-22.24026667,110.7729167,,-22.24026667,110.7729167
RS 1234-340-4-1444-223,,,,16,25,6.52,16.41847778,-1,-43,4,5.95,-43.06831944,,0.1,41.37,3.183427604,B8.4 V,,,,,,43.06831944,66.27716667,,43.06831944,66.27716667
RS 1234-340-3-400-35,,,,13,22,24.95,13.37359722,1,34,6,37.25,34.11034722,,-1.05,73.26,3.274334572,B3.7 V,,,,,,-34.11034722,20.60395833,,-34.11034722,20.60395833
RS 1234-340-4-3202-223,,,,16,27,43.5,16.46208333,1,22,53,55.89,22.89885833,,-0.02,45.96,3.2919001,B7.8 V,,,,,,-22.89885833,66.93125,,-22.89885833,66.93125
RS 1234-285-3-253-56,,,,10,34,0.6,10.56683333,-1,-22,51,2.12,-22.85058889,,-1.47,90.72,3.318515208,B2 V  ,,,,,,22.85058889,-21.4975,,22.85058889,-21.4975
RS 1234-285-4-2031-157,,,,0,35,11.73,0.586591667,-1,-35,8,23.24,-35.13978889,,0.13,43.33,3.313943445,B8.5 V,,,,,,35.13978889,-171.201125,,35.13978889,-171.201125
RS 1234-340-3-180-156,,,,11,40,19.52,11.67208889,-1,-33,21,32.33,-33.35898056,,-1.34,86.02,3.332997191,B2.6 V,,,,,,33.35898056,-4.918666667,,33.35898056,-4.918666667
RS 1234-340-3-400-168,,,,17,44,48.49,17.74680278,1,6,0,24.58,6.006827778,,-1.44,91.01,3.355445572,B2.2 V,,,,,,-6.006827778,86.20204167,,-6.006827778,86.20204167
RS 1234-340-3-180-128,,,,15,13,22.21,15.22283611,-1,-49,11,14.41,-49.18733611,,-0.86,72.93,3.454531068,B4.5 V,,,,,,49.18733611,48.34254167,,49.18733611,48.34254167
RS 1234-285-3-253-140,,,,8,53,37.08,8.893633333,-1,-46,29,47.2,-46.49644444,,-0.32,57.41,3.474937734,B6.7 V,,,,,,46.49644444,-46.5955,,46.49644444,-46.5955
RS 1234-340-3-400-91,,,,18,56,21.98,18.93943889,-1,-7,46,27.93,-7.774425,,-1.5,99.5,3.489115404,B1.9 V,,,,,,7.774425,104.0915833,,7.774425,104.0915833
RS 1234-340-4-3200-215,,,,13,56,33.88,13.94274444,1,54,43,27.76,54.72437778,,-0.04,51.12,3.502954226,B7.8 V,,,,,,-54.72437778,29.14116667,,-54.72437778,29.14116667
RS 1234-340-4-3200-213,,,,13,26,44.25,13.445625,-1,-16,58,42.34,-16.97842778,,0.33,43.41,3.517948929,B9.3 V,,,,,,16.97842778,21.684375,,16.97842778,21.684375
RS 1234-340-3-400-146,,,,17,41,20.47,17.68901944,1,6,8,40.53,6.144591667,,-1.04,81.77,3.522969989,B3.8 V,,,,,,-6.144591667,85.33529167,,-6.144591667,85.33529167
RS 1234-285-3-253-12,,,,0,52,44.53,0.879036111,-1,-40,49,9.89,-40.81941389,,-0.59,66.44,3.522148119,B5.6 V,,,,,,40.81941389,-166.8144583,,40.81941389,-166.8144583
RS 1234-285-4-2029-253,,,,9,48,17.81,9.804947222,-1,-23,15,26.49,-23.25735833,,0.01,50.816,3.540002382,B8 V  ,,,,,,23.25735833,-32.92579167,,23.25735833,-32.92579167
RS 1234-285-3-473-81,,,,11,11,5.73,11.184925,1,50,8,34.42,50.14289444,,-1.29,93.43,3.562431744,B2.8 V,,,,,,-50.14289444,-12.226125,,-50.14289444,-12.226125
RS 1234-285-3-253-72,,,,5,47,28.03,5.791119444,-1,-4,43,4.96,-4.718044444,,-0.35,60.97,3.575580975,B6.5 V,,,,,,4.718044444,-93.13320833,,4.718044444,-93.13320833
RS 1234-340-3-400-121,,,,13,50,36.71,13.84353056,1,44,34,17.16,44.57143333,,-1.28,93.72,3.5791614,B2.8 V,,,,,,-44.57143333,27.65295833,,-44.57143333,27.65295833
RS 1234-340-4-1446-146,,,,17,29,43.82,17.49550556,-1,-70,17,46.18,-70.29616111,,0.23,46.74,3.57844354,B8.9 V,,,,,,70.29616111,82.43258333,,70.29616111,82.43258333
RS 1234-285-4-3785-77,,,,11,32,8.63,11.53573056,1,34,35,52.74,34.59798333,,0.11,49.96,3.603112149,B8.4 V,,,,,,-34.59798333,-6.964041667,,-34.59798333,-6.964041667
RS 1234-340-3-180-103,,,,14,9,55.41,14.16539167,-1,-30,34,12.69,-30.57019167,,-1.26,95.04,3.629532138,B2.9 V,,,,,,30.57019167,32.480875,,30.57019167,32.480875
RS 1234-285-4-2029-227,,,,7,49,57.37,7.832602778,-1,-20,48,49.42,-20.81372778,,0.25,47.28,3.623387339,B9 V  ,,,,,,20.81372778,-62.51095833,,20.81372778,-62.51095833
RS 1234-340-3-180-55,,,,15,44,25.44,15.7404,-1,-59,36,18.72,-59.6052,,-1.07,87.41,3.637805601,B3.7 V,,,,,,59.6052,56.106,,59.6052,56.106
RS 1234-340-4-3200-268,,,,13,21,3.98,13.35110556,1,19,56,16.49,19.93791389,,0.08,51.47,3.637770841,B8.3 V,,,,,,-19.93791389,20.26658333,,-19.93791389,20.26658333
RS 1234-285-4-2031-33,,,,23,52,15.86,23.87107222,-1,-16,14,14.75,-16.23743056,,0.38,45.01,3.646545065,B9.5 V,,,,,,16.23743056,178.0660833,,16.23743056,178.0660833
RS 1234-285-3-473-46,,,,5,32,1.31,5.533697222,1,60,23,38.66,60.39407222,,-0.69,75.31,3.694263238,B5.2 V,,,,,,-60.39407222,-96.99454167,,-60.39407222,-96.99454167
RS 1234-285-3-473-47,,,,9,27,22.04,9.456122222,-1,-6,30,50.54,-6.514038889,,-0.86,82.07,3.710922167,B4.5 V,,,,,,6.514038889,-38.15816667,,6.514038889,-38.15816667
RS 1234-340-4-3200-96,,,,13,4,1.54,13.06709444,1,35,41,13.72,35.68714444,,-0.05,56.87,3.724416141,B7.7 V,,,,,,-35.68714444,16.00641667,,-35.68714444,16.00641667
RS 1234-340-4-3202-63,,,,21,40,44.26,21.67896111,1,9,3,56,9.065555556,,0.18,51.3,3.730586826,B8.7 V,,,,,,-9.065555556,145.1844167,,-9.065555556,145.1844167
RS 1234-340-4-3200-108,,,,14,26,50.75,14.44743056,-1,-14,7,1.46,-14.11707222,,0.38,46.77,3.72983685,B9.5 V,,,,,,14.11707222,36.71145833,,14.11707222,36.71145833
RS 1234-340-4-1444-222,,,,15,33,26.04,15.55723333,-1,-43,51,49.15,-43.86365278,,-0.05,57.9,3.763392819,B7.7 V,,,,,,43.86365278,53.3585,,43.86365278,53.3585
RS 1234-285-3-253-165,,,,1,23,6.4,1.385111111,-1,-34,39,1.58,-34.65043889,,-1.09,94.32,3.78301896,B3.6 V,,,,,,34.65043889,-159.2233333,,34.65043889,-159.2233333
RS 1234-285-4-2031-81,,,,4,2,50.22,4.047283333,-1,-27,19,7.41,-27.318725,,0.11,54.29,3.783599208,B8.4 V,,,,,,27.318725,-119.29075,,27.318725,-119.29075
RS 1234-285-3-253-6,,,,3,7,47.68,3.129911111,-1,-36,48,18.98,-36.80527222,,-1.13,96.91,3.801842968,B3.4 V,,,,,,36.80527222,-133.0513333,,36.80527222,-133.0513333
RS 1234-285-3-253-40,,,,8,50,57.62,8.849338889,-1,-25,34,24.73,-25.57353611,,-0.3,66.79,3.823557217,B6.7 V,,,,,,25.57353611,-47.25991667,,25.57353611,-47.25991667
RS 1234-285-3-253-161,,,,4,19,24.97,4.323602778,-1,-22,22,13.96,-22.37054444,,-0.62,77.59,3.829028759,B5.4 V,,,,,,22.37054444,-115.1459583,,22.37054444,-115.1459583
RS 1234-285-4-3787-128,,,,1,2,47.93,1.046647222,1,21,57,47.84,21.96328889,,0.01,59.42,3.879663237,B8 V  ,,,,,,-21.96328889,-164.3002917,,-21.96328889,-164.3002917
RS 1234-340-3-180-99,,,,21,7,35.11,21.12641944,-1,-34,6,15.34,-34.10426111,,-0.62,80.8,3.917056804,B5.4 V,,,,,,34.10426111,136.8962917,,34.10426111,136.8962917
RS 1234-340-4-3200-119,,,,11,56,0.7,11.93352778,-1,-17,18,11.91,-17.30330833,,0.48,48.47,3.907365099,B9.9 V,,,,,,17.30330833,-0.997083333,,17.30330833,-0.997083333
RS 1234-340-4-3200-249,,,,11,39,44.47,11.66235278,1,16,4,29.17,16.07476944,,0.36,51.91,3.936255144,B9.4 V,,,,,,-16.07476944,-5.064708333,,-16.07476944,-5.064708333
RS 1234-285-4-2029-264,,,,5,17,4.34,5.284538889,-1,-33,3,23.6,-33.05655556,,0.07,60.04,3.962203418,B8.3 V,,,,,,33.05655556,-100.7319167,,33.05655556,-100.7319167
RS 1234-285-3-253-33,,,,1,32,27.97,1.541102778,-1,-16,24,15.41,-16.40428056,,-0.89,96.09,4.023390967,B4.4 V,,,,,,16.40428056,-156.8834583,,16.40428056,-156.8834583
RS 1234-340-4-3200-30,,,,12,16,13.44,12.2704,1,37,3,18.57,37.05515833,,0.45,51.99,4.029599087,B9.8 V,,,,,,-37.05515833,4.056,,-37.05515833,4.056
RS 1234-340-4-3200-87,,,,15,22,40.72,15.37797778,1,41,26,43.91,41.44553056,,0.45,52.64,4.056579403,B9.8 V,,,,,,-41.44553056,50.66966667,,-41.44553056,50.66966667
RS 1234-340-3-400-49,,,,18,20,27.57,18.34099167,1,7,31,40.19,7.527830556,,-0.08,68.35,4.093692595,B7.6 V,,,,,,-7.527830556,95.114875,,-7.527830556,95.114875
RS 1234-340-3-400-147,,,,23,9,45.82,23.16272778,1,4,41,7.84,4.685511111,,-0.73,92.33,4.096714178,B5 V  ,,,,,,-4.685511111,167.4409167,,-4.685511111,167.4409167
RS 1234-285-3-473-19,,,,2,39,0.68,2.650188889,1,50,7,40.68,50.12796667,,-0.78,95.51,4.120244225,B4.8 V,,,,,,-50.12796667,-140.2471667,,-50.12796667,-140.2471667
RS 1234-340-4-1446-97,,,,22,17,38.88,22.29413333,-1,-13,21,29.13,-13.35809167,,-0.01,67.4,4.133299483,B7.9 V,,,,,,13.35809167,154.412,,13.35809167,154.412
RS 1234-340-3-400-148,,,,11,42,51.9,11.71441667,1,3,51,47.71,3.863252778,,-0.69,92.01,4.129175154,B5.2 V,,,,,,-3.863252778,-4.28375,,-3.863252778,-4.28375
RS 1234-285-4-2031-73,,,,3,50,42.95,3.845263889,-1,-63,49,17.12,-63.82142222,,0.42,55.62,4.146154923,B9.6 V,,,,,,63.82142222,-122.3210417,,63.82142222,-122.3210417
RS 1234-285-4-2031-3,,,,0,15,4.37,0.251213889,-1,-13,1,5.33,-13.01814722,,-0.05,69.44,4.158048561,B7.7 V,,,,,,13.01814722,-176.2317917,,13.01814722,-176.2317917
RS 1234-285-4-3785-243,,,,9,11,25.14,9.190316667,1,0,33,27.21,0.557558333,,0.01,69.53,4.220861147,B8 V  ,,,,,,-0.557558333,-42.14525,,-0.557558333,-42.14525
RS 1234-285-4-2031-82,,,,4,59,20.82,4.989116667,-1,-39,15,21.52,-39.25597778,,-0.01,70.45,4.229404987,B7.9 V,,,,,,39.25597778,-105.16325,,39.25597778,-105.16325
RS 1234-340-4-1446-80,,,,23,42,32.76,23.7091,-1,-68,43,9.64,-68.71934444,,-0.05,74.19,4.301726855,B7.7 V,,,,,,68.71934444,175.6365,,68.71934444,175.6365
RS 1234-285-3-473-25,,,,1,26,1.53,1.433758333,1,42,17,53.98,42.29832778,,-0.59,95.52,4.310471569,B5.6 V,,,,,,-42.29832778,-158.493625,,-42.29832778,-158.493625
RS 1234-340-4-1444-133,,,,11,48,14.56,11.80404444,-1,-31,15,26.49,-31.25735833,,0.3,63.34,4.308390295,B9.2 V,,,,,,31.25735833,-2.939333333,,31.25735833,-2.939333333
RS 1234-285-3-253-90,,,,1,51,49.8,1.863833333,-1,-52,15,47.43,-52.263175,,-0.33,85.9,4.339965819,B6.6 V,,,,,,52.263175,-152.0425,,52.263175,-152.0425
RS 1234-285-4-2031-13,,,,4,23,7.21,4.385336111,-1,-35,30,1.8,-35.5005,,0.04,72.23,4.333588074,B8.1 V,,,,,,35.5005,-114.2199583,,35.5005,-114.2199583
RS 1234-285-4-2029-230,,,,5,28,18.43,5.471786111,-1,-59,28,22.99,-59.47305278,,0.27,65.09,4.337571358,B9 V  ,,,,,,59.47305278,-97.92320833,,59.47305278,-97.92320833
RS 1234-340-4-1446-199,,,,21,58,15.25,21.97090278,-1,-43,6,32.7,-43.10908333,,0.14,69.16,4.339274923,B8.5 V,,,,,,43.10908333,149.5635417,,43.10908333,149.5635417
RS 1234-285-4-3787-229,,,,3,34,22.63,3.572952778,1,77,47,2.52,77.78403333,,0.09,71.09,4.349042571,B8.3 V,,,,,,-77.78403333,-126.4057083,,-77.78403333,-126.4057083
RS 1234-285-4-2029-61,,,,10,3,3.53,10.05098056,-1,-29,22,6.76,-29.36854444,,0,74.81,4.369798274,B7.9 V,,,,,,29.36854444,-29.23529167,,29.36854444,-29.23529167
RS 1234-285-4-2031-37,,,,1,14,16.3,1.237861111,-1,-52,13,28.91,-52.22469722,,0.09,71.54,4.362744679,B8.3 V,,,,,,52.22469722,-161.4320833,,52.22469722,-161.4320833
RS 1234-285-4-2029-99,,,,8,47,1.92,8.783866667,-1,-10,52,47.39,-10.87983056,,-0.03,76.77,4.395957703,B7.8 V,,,,,,10.87983056,-48.242,,10.87983056,-48.242
RS 1234-285-4-3787-113,,,,0,11,8.37,0.185658333,1,6,29,38,6.493888889,,-0.05,77.52,4.39706882,B7.7 V,,,,,,-6.493888889,-177.215125,,-6.493888889,-177.215125
RS 1234-340-4-3200-63,,,,15,5,44.92,15.09581111,-1,-6,28,46.04,-6.479455556,,-0.02,76.53,4.399158567,B7.9 V,,,,,,6.479455556,46.43716667,,6.479455556,46.43716667
RS 1234-340-4-1446-92,,,,21,11,15.09,21.187525,-1,-28,31,4.52,-28.51792222,,0.22,68.4,4.395280509,B8.9 V,,,,,,28.51792222,137.812875,,28.51792222,137.812875
RS 1234-340-4-3200-266,,,,11,12,58.17,11.21615833,-1,-5,25,47.92,-5.429977778,,0.41,62.91,4.403598426,B9.6 V,,,,,,5.429977778,-11.757625,,5.429977778,-11.757625
RS 1234-340-4-3202-104,,,,17,44,8.63,17.73573056,1,42,52,23.69,42.87324722,,0.32,65.85,4.412778896,B9.2 V,,,,,,-42.87324722,86.03595833,,-42.87324722,86.03595833
RS 1234-340-4-3202-128,,,,22,41,23.15,22.68976389,1,21,52,6.55,21.86848611,,0.42,63.4,4.430446289,B9.6 V,,,,,,-21.86848611,160.3464583,,-21.86848611,160.3464583
RS 1234-285-3-473-120,,,,23,50,51.57,23.84765833,1,22,1,42.04,22.02834444,,-0.36,92.17,4.462947937,B6.5 V,,,,,,-22.02834444,177.714875,,-22.02834444,177.714875
RS 1234-285-4-2031-106,,,,2,1,52.43,2.031230556,-1,0,32,53.73,-0.548258333,,0.21,68.37,4.38433584,B9.1 V,,,,,,0.548258333,-149.5315417,,0.548258333,-149.5315417
RS 1234-285-4-2031-71,,,,2,14,1.64,2.233788889,-1,-53,21,1.94,-53.35053889,,-0.02,75.63,4.373612046,B8.3 V,,,,,,53.35053889,-146.4931667,,53.35053889,-146.4931667
RS 1234-285-4-3787-238,,,,5,21,42.55,5.361819444,1,43,38,55.56,43.64876667,,0.1,72.44,4.399888911,B8.7 V,,,,,,-43.64876667,-99.57270833,,-43.64876667,-99.57270833
RS 1234-285-4-2029-141,,,,6,27,1.19,6.450330556,-1,-47,40,44.43,-47.67900833,,-0.01,76.03,4.395014631,B8.3 V,,,,,,47.67900833,-83.24504167,,47.67900833,-83.24504167
RS 1234-340-4-3202-112,,,,18,27,47.55,18.46320833,1,2,14,57.63,2.249341667,,0.3,66.41,4.411003905,B9.5 V,,,,,,-2.249341667,96.948125,,-2.249341667,96.948125
RS 1234-340-4-1444-12,,,,16,25,12.08,16.42002222,-1,-77,53,0.07,-77.88335278,,0.21,69.37,4.415798996,B9.1 V,,,,,,77.88335278,66.30033333,,77.88335278,66.30033333
RS 1234-340-4-3200-174,,,,11,59,21.28,11.98924444,1,28,21,47.07,28.363075,,0.29,67.38,4.432612493,B9.5 V,,,,,,-28.363075,-0.161333333,,-28.363075,-0.161333333
